variable name,data type,register,documented name,description,values,unit,,,,,,,,,,,
,,0,System Status,System run state,{{system_status_codes}},1,,3: Fault,4: Flash,5: PV charge,6: AC charge,7: Combine charge,8:    Combine    charge and Bypass,9:    PV    charge    and Bypass,10:    AC    charge    and Bypass,  11: Bypass,12:    PV    charge    andDischarge
